verdict	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	id
	Y	0	公開	こうかい	opening to the public, making available to the public, exhibiting, unveiling	공개(0)	公開	어떤 사실이나 사물, 내용 따위를 여러 사람에게 널리 터놓음.	1273370
	Y	0	公共	こうきょう	public (facilities, service, etc.), communal	공공(2)	公共	국가나 사회의 구성원에게 두루 관계되는 것.	1273510
	Y	0	空軍	くうぐん	air force	공군(2)	空軍	주로 공중에서 공격과 방어의 임무를 수행하는 군대.	1245520
	Y	0	供給	きょうきゅう	supply, provision, service	공급(2)	供給	요구나 필요에 따라 물품 따위를 제공함.	1233630
	Y	0	共同	きょうどう	cooperation, collaboration, association, partnership	공동(2)	共同	둘 이상의 사람이나 단체가 함께 일을 하거나, 같은 자격으로 관계를 가짐.	1591660
	Y	0	共同体	きょうどうたい	cooperative body, cooperative system, collective, community	공동-체(0)	共同體	생활이나 행동 또는 목적 따위를 같이하는 집단.	1235040
	Y	0	公立	こうりつ	public (institution)	공립(1)	公立	지방 자치 단체가 세워서 운영함. 또는 그런 시설.	1275000
	Y	0	公明	こうめい	fairness, openness, impartiality, Komeito (Japanese political party)	공명(1)	公明	‘공명하다’의 어근.	1274850
	Y	0	公募	こうぼ	public appeal (e.g. for contributions), public advertisement (of a post), open recruitment, public offering (of securities)	공모(1)	公募	일반에게 널리 공개하여 모집함.	1274680
	Y	0	公務員	こうむいん	public employee, government employee, public-sector worker, public servant	공무-원(0)	公務員	국가 또는 지방 공공 단체의 사무를 맡아보는 사람. 사무 범위에 따라 국가 공무원과 지방 공무원으로 나누며, 선임 및 근무 방법에 따라 일반직과 별정직으로 나눈다.	1274820
	Y	0	公民	こうみん	citizen, civics (school subject)	공민(0)	公民	국가 사회의 일원으로서 그 나라 헌법에 의한 모든 권리와 의무를 가지는 자유민. =시민.	1274750
	Y	0	攻防	こうぼう	offense and defense, offence and defence	공방(4)	攻防	서로 공격하고 방어함.	1279250
	Y	0	空白	くうはく	blank space (in a document), blank, void, gap	공백(0)	空白	종이나 책 따위에서 글씨나 그림이 없는 빈 곳.	1245950
	Y	0	工夫	くふう	devising (a way), contriving, inventing, thinking up	공부(1)	工夫	학문이나 기술을 배우고 익힘.	1278220
	Y	0	公費	こうひ	public expense, public funds, public money, public expenditure	공비(3)	公費	관청이나 공공 단체에서 쓰는 비용.	1274540
	Y	0	公社	こうしゃ	public corporation	공사(7)	公社	국가적 사업을 수행하기 위하여 설립된 공공 기업체의 하나. 정부가 전액 출자하는 공법인으로서, 정부의 감독을 받으며 공과금이 면제된다. 한국 수자원 공사, 한국 토지 주택 공사, 한국 관광 공사 따위가 있다.	1273860
	Y	0	工事	こうじ	construction work	공사(2)	工事	토목이나 건축 따위의 일.	1278130
	Y	0	公算	こうさん	probability, likelihood	공산(4)	公算	어떤 상태가 되거나 어떤 일이 일어날 수 있는 확실성의 정도.	1273720
	Y	0	共産	きょうさん	communism, Communist Party	공산(5)	共産	재산을 공동으로 관리하고 소유함.	1234430
	Y	0	共産党	きょうさんとう	Communist Party	공산-당(0)	共産黨	마르크스·레닌주의를 신봉하는 공산주의자들로 구성된 정당. 최종 목적은 계급 착취가 없는 공산주의 사회의 실현이지만, 각국의 공산주의 운동에 대한 정치적·사상적 지원을 그 당면 과제로 삼는다.	1234550
	Y	0	共産主義	きょうさんしゅぎ	communism	공산-주의(0)	共産主義	마르크스와 레닌에 의하여 체계화된 프롤레타리아 혁명 이론에 입각한 사상. 재산의 공동 소유가 옳다고 주장하며 생산 수단의 사회화와 무계급 사회를 지향한다.	1234490
	Y	0	公選	こうせん	public election, election by popular vote	공선(3)	公選	일반 국민이 선거로 뽑음. 또는 그 선거.	1274180
	Y	0	攻勢	こうせい	offensive (movement), aggression	공세(2)	攻勢	공격하는 태세. 또는 그런 세력.	1279240
	Y	0	控訴	こうそ	appeal to a higher court, intermediate appeal	공소(8)	控訴	‘항소’의 전 용어.	1279090
	Y	0	攻守	こうしゅ	offense and defense, offence and defence, batting and fielding	공수(7)	攻守	공격과 수비를 아울러 이르는 말.	1279220
	Y	0	供述	きょうじゅつ	affidavit, deposition, testimony	공술(2)	供述	형사 소송에서, 당사자·증인·감정인이 관계 사항을 구술 또는 서면으로 알리는 일.	1233720
	Y	0	空襲	くうしゅう	air-raid	공습(2)	空襲	‘공중 습격’을 줄여 이르는 말.	1245650
	Y	0	公示	こうじ	public announcement, official notice, edict	공시(1)	公示	일정한 내용을 공개적으로 게시하여 일반에게 널리 알림. 또는 그렇게 알리는 글.	1273810
	Y	0	公式	こうしき	official, formal, formula (e.g. mathematical), official (social media) account (of a company, organization, etc.)	공식(1)	公式	국가적이나 사회적으로 인정된 공적인 방식.	1273820
	Y	0	公式戦	こうしきせん	official match, regular game, regular-season game, formal match	공식-전(0)	公式戰	공식적으로 하는 시합이나 경기.	1631160
	Y	0	公安	こうあん	public peace, public safety, public security, peace and order	공안(1)	公安	공공의 안녕과 질서가 편안히 유지되는 상태. 또는 그런 상태를 지키는 사람.	1273180
	Y	0	公約	こうやく	public commitment, public promise, campaign pledge, official vow	공약(1)	公約	정부, 정당, 입후보자 등이 어떤 일에 대하여 국민에게 실행할 것을 약속함. 또는 그런 약속.	1274880
	Y	0	工業	こうぎょう	(manufacturing) industry	공업(1)	工業	원료를 인력이나 기계력으로 가공하여 유용한 물자를 만드는 산업. 예전에는 주로 가내 공업이었으나 기계의 발달에 따라 대규모로 되었다. 제조업, 건설업 따위의 제이차 산업을 이르는 말이다.	1278040
	Y	0	公演	こうえん	public performance, exhibition in a foreign country	공연(2)	公演	음악, 무용, 연극 따위를 많은 사람 앞에서 보이는 일.	1273280
	Y	0	工芸	こうげい	industrial arts, craft	공예(1)	工藝	물건을 만드는 기술에 관한 재주.	1278090
	Y	0	公園	こうえん	(public) park	공원(3)	公園	국가나 지방 공공 단체가 공중의 보건·휴양·놀이 따위를 위하여 마련한 정원, 유원지, 동산 등의 사회 시설.	1273270
	Y	0	公認	こうにん	official recognition, official approval, certification, authorization	공인(5)	公認	국가나 공공 단체 또는 사회단체 등이 어느 행위나 물건에 대하여 인정함.	1274450
	Y	0	工作	こうさく	handicraft, work, construction, manufacturing	공작(1)	工作	물건을 만듦.	1278100
	Y	0	工場	こうじょう	factory, plant, mill, workshop	공장(2)	工場	원료나 재료를 가공하여 물건을 만들어 내는 설비를 갖춘 곳.	1578700
	Y	0	公邸	こうてい	official residence	공저(1)	公邸	특정한 고급 공무원이 그 직위에 있는 동안 살도록 나라에서 제공하는 저택.	1274350
	Y	0	公的	こうてき	public, official	공-적(1)	公的	국가나 사회에 관계되는 것.	1274380
	Y	0	功績	こうせき	achievement, meritorious deed, distinguished service, contribution	공적(4)	功績	노력과 수고를 들여 이루어 낸 일의 결과.	1275070
	Y	0	公正	こうせい	justice, fairness, impartiality	공정(2)	公正	공평하고 올바름.	1274120
	Y	0	控除	こうじょ	subtraction, deduction (e.g. of tax)	공제(7)	控除	받을 몫에서 일정한 금액이나 수량을 뺌.	1279080
	Y	0	共存	きょうぞん	coexistence	공존(0)	共存	두 가지 이상의 사물이나 현상이 함께 존재함.	1578050
	Y	0	空中	くうちゅう	(in) the air, midair, sky	공중(3)	空中	하늘과 땅 사이의 빈 곳.	1245790
	Y	0	公職	こうしょく	public office	공직(2)	公職	국가 기관이나 공공 단체의 일을 맡아보는 직책이나 직무.	1274080
	Y	0	共通	きょうつう	common, shared, mutual, to be common (to)	공통(0)	共通	둘 또는 그 이상의 여럿 사이에 두루 통하고 관계됨.	1234700
	Y	0	公判	こうはん	public hearing, trial	공판(2)	公判	기소된 형사 사건을 법원이 심리하는 일. 또는 그런 절차. 검사, 피고인, 변호인 들이 입회하여 증거를 제출하면 법원이 유죄·무죄를 판단하는 형사 소송의 중심 절차이다. 공개 심리주의, 구두주의, 변론주의의 원칙에 의하여 진행된다.	1274510
	Y	0	公平	こうへい	fairness, impartiality, justice, objectivity	공평(1)	公平	어느 쪽으로도 치우치지 않고 고름.	1274640
	Y	0	恐怖	きょうふ	fear, dread, dismay, terror	공포(8)	恐怖	두렵고 무서움.	1236750
	Y	0	空爆	くうばく	aerial bombing	공폭(0)	空爆	‘공중 폭격’을 줄여 이르는 말.	1630420
	Y	0	公表	こうひょう	official announcement, proclamation	공표(1)	公表	여러 사람에게 널리 드러내어 알림.	1274550
	Y	0	空港	くうこう	airport	공항(2)	空港	항공 수송을 위하여 사용하는 공공용 비행장. 주로 민간 항공기와 같은 정기 항공기의 이착륙에 사용한다. 일반 여객과 화물의 수송을 주목적으로 하며 활주로, 유도로, 관제탑, 격납고, 급유·정비 시설, 여객·수하물·화물을 처리하는 시설 따위를 갖추고 있다.	1245570
	Y	0	公害	こうがい	pollution, public nuisance, contamination	공해(1)	公害	산업이나 교통의 발달에 따라 사람이나 생물이 입게 되는 여러 가지 피해. 자동차의 매연, 공장의 폐수, 여러 종류의 쓰레기 따위로 인하여 공기와 물이 더럽혀지고 자연환경이 파괴되는 문제 따위를 이른다.	1273420
	Y	0	共和	きょうわ	republicanism, cooperation, working together	공화(2)	共和	여러 사람이 공동으로 일을 함.	1630190
	Y	0	供与	きょうよ	giving, provision, furnishing	공여(2)	供與	어떤 물건이나 이익 따위를 상대편에게 돌아가도록 함.	1233890
	Y	0	功労	こうろう	meritorious deed, services	공로(4)	功勞	일을 마치거나 목적을 이루는 데 들인 노력과 수고. 또는 일을 마치거나 그 목적을 이룬 결과로서의 공적.	1275110
	Y	0	公団	こうだん	public corporation, public housing	공단(2)	公團	국가적인 차원의 일정 사업을 수행하기 위하여 설립된 특수 법인의 하나. 한국 에너지 공단, 국민 건강 보험 공단 따위가 있다.	1274280
	Y	0	工学	こうがく	engineering	공학(1)	工學	공업의 이론, 기술, 생산 따위를 체계적으로 연구하는 학문. 전자, 전기, 기계, 항공, 토목, 컴퓨터 따위의 여러 분야가 있다.	1278010
	Y	0	攻撃	こうげき	attack, assault, raid, onslaught	공격(2)	攻擊	나아가 적을 침.	1279170
	Y	0	空気	くうき	air, atmosphere, mood, situation	공기(5)	空氣	지구를 둘러싼 대기의 하층부를 구성하는 무색무취의 투명한 기체. 산소와 질소가 약 1 대 4의 비율로 혼합된 것을 주성분으로 하며, 그 밖에 소량의 아르곤·헬륨 따위의 불활성 가스와 이산화 탄소가 포함되어 있다. 동식물의 호흡, 소리의 전파 따위에 필수적이다.	1245470
	Y	0	共済	きょうさい	mutual aid	공제(3)	共濟	힘을 합하여 서로 도움.	1234410
	Y	0	貢献	こうけん	contribution (furthering a goal or cause), services (to a cause), paying tribute, tribute	공헌(2)	貢獻	힘을 써 이바지함.	1282410
	Y	0	恐竜	きょうりゅう	dinosaur	공룡(0)	恐龍	중생대 쥐라기와 백악기에 걸쳐 번성하였던 거대한 파충류를 통틀어 이르는 말. 몸의 길이가 30미터에 달하는 것도 있고 육상에서 살았다. 화석에 의하여 400여 종 이상이 알려져 있다.	1591710
	Y	0	公聴会	こうちょうかい	public hearing	공청-회(0)	公聽會	국회나 행정 기관에서 일의 관련자에게 의견을 들어 보는 공개적인 모임. 국민적인 관심의 대상이 되거나 사회 일반에 영향력이 큰 안건을 심의하기 전에, 국회나 행정 기관이 학자·경험자 또는 이해관계자를 참석하게 하여 의견을 듣는 공개회의이다.	1274290
	Y	0	孤児	こじ	orphan, person without friends	고아(2)	孤兒	부모가 없어서 양육이나 보호를 받지 못하는 아이.	1266810
	Y	0	苦労	くろう	trouble, hardship, difficulty, labour	고로(6)	苦勞	괴로움과 수고로움.	1244680
	Y	0	苦悩	くのう	(mental) agony, anguish, suffering, distress	고뇌(0)	苦惱	괴로워하고 번뇌함.	1244610
	Y	0	苦戦	くせん	hard fight, close game, struggle, tight contest	고전(10)	苦戰	전쟁이나 운동 경기 따위에서, 몹시 힘들고 어렵게 싸움. 또는 그 싸움.	1244540
	Y	0	孤独	こどく	solitude, loneliness, isolation	고독(1)	孤獨	세상에 홀로 떨어져 있는 듯이 매우 외롭고 쓸쓸함.	1266850
	Y	0	告発	こくはつ	indictment, prosecution, complaint	고발(2)	告發	세상에 잘 알려지지 않은 잘못이나 비리 따위를 드러내어 알림.	1286070
	Y	0	高齢	こうれい	advanced age, old age	고령(2)	高齡	늙은이로서 썩 많은 나이. 또는 그런 나이가 된 사람.	1284030
	Y	0	高齢者	こうれいしゃ	old person, elderly person, senior citizen	고령-자(0)	高齡者	나이가 썩 많은 늙은 사람.	1657250
	Y	0	過去	かこ	the past, bygone days, one's past (that one would prefer remained secret), past (tense)	과거(2)	過去	이미 지나간 때.	1196030
	Y	0	過激	かげき	extreme (measure, idea, etc.), radical, violent (language), strenuous (exercise, work, etc.)	과격(2)	過激	정도가 지나치게 격렬함.	1196060
	Y	0	科目	かもく	(school) subject, curriculum, course, item	과목(2)	科目	분류한 조목.	1590600
	Y	0	果物	くだもの	fruit	과물(0)	果物	나무 따위를 가꾸어 얻는, 사람이 먹을 수 있는 열매. 대개 수분이 많고 단맛 또는 신맛이 난다. 사과, 배, 포도, 귤, 감, 밤 따위가 있다.	1193060
	Y	0	過半数	かはんすう	majority	과반-수(0)	過半數	절반이 넘는 수.	1196380
	Y	0	過失	かしつ	accident (caused by negligence), error, blunder, fault	과실(2)	過失	부주의나 태만 따위에서 비롯된 잘못이나 허물.	1196120
	Y	0	菓子	かし	confectionery, sweets, candy, cake	과자(2)	菓子	밀가루나 쌀가루 등에 설탕, 우유 따위를 섞어 굽거나 기름에 튀겨서 만든 음식. 주로 간식으로 먹는다.	1195670
