verdict	tier	llm	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	llm_reason	id
2	2	2	Y	0	懸命	けんめい	eager, earnest, strenuous, fervent	현명(3)	懸命	어떤 일을 위하여 목숨을 내걺.	일본어의 'けんめい'는 '열심히/진지하게'라는 부사적 의미를 가지지만, 한국 표준국어대사전의 '현명 (3)'은 '목숨을 바치다'라는 동사적 의미가 핵심이며 두 단어의 주된 쓰임과 뜻이 갈라져 있습니다.	1257730
2	2	2	Y	0	刑事	けいじ	(police) detective, criminal matter	형사(2)	刑事	형법의 적용을 받는 사건.	일본어의 '刑事'은 수사관 (detective) 을 지칭하는 반면, 한국 표준국어대사전의 '형사 (2)'는 형법적 사건 자체를 의미하여 핵심 뜻이 갈린다.	1249660
2	2	2	Y	0	火事	かじ	fire, conflagration	화사(3)	火事	불이 나는 재앙. 또는 불로 인한 재난.	일본어의 '火事'는 단순한 불이나 화재 사건을 지칭하는 반면, 한국 표준국어대사전의 '화사'는 불로 인한 재앙이라는 부정적이고 심각한 의미를 강조하여 핵심 뜻이 갈린다.	1193950
2	2	2	Y	0	花火	はなび	fireworks	화화(3)	花火	이글이글 타오르는 불.	일본어의 '花火'는 폭죽을 뜻하는 고유명사적 용어인 반면, 한국 표준국어대사전의 '화화'는 불꽃 자체를 지칭하는 일반 명사이며 주된 쓰임이 갈라져 있다.	1194580
1	2	2	Y	0	確実	かくじつ	certain, sure, definite, reliable	확실(0)	確實	‘확실하다’의 어근.	일본어의 '確実'은 '확실하다'는 뜻이지만, 한국 표준국어대사전의 표제어 '확실'은 원어 한자 '確實'을 사용하며 이는 '진실하다/맞다'라는 다른 뉘앙스를 지닌 동형이의 관계입니다.	1205830
2	2	2	Y	0	活動	かつどう	activity (of a person, organization, animal, volcano, etc.), action, operation, moving picture	활동(2)	活動	몸을 움직여 행동함.	일본어의 '활동'은 조직이나 사건의 진행을 뜻하는 명사 (action/operation) 인 반면, 한국 표준국어대사전의 '활동 (2)'은 몸을 움직여 행동하는 동사적 의미를 지니므로 핵심 의미가 갈린다.	1208360
1	2	2	Y	0	回戦	かいせん	event with ... rounds, innings, legs, etc., nth-round match (in a knockout tournament)	회전(3)	回戰	동일한 상대와 겨루는 경기에서, 대전의 수효나 순서를 세는 단위.	일본어의 '회전'은 경기의 라운드나 순서를 세는 단위 (예: 3 회전) 를 뜻하는 반면, 한국 표준국어대사전의 '회전 (3)'은 동일한 상대와의 대전 수효나 순서를 세는 단위로 정의되어 있어 핵심 용법이 갈린다.	1613860
1	2	2	Y	0	欠陥	けっかん	defect, fault, flaw, deformity	결함(1)	缺陷	부족하거나 완전하지 못하여 흠이 되는 부분.	일본어의 '欠陥'은 물체의 결점이나 불완전한 부분을 지칭하는 반면, 한국어의 '결함 (缺陷)'은 주로 도덕적·윤리적 흠이나 죄를 뜻하여 핵심 의미가 갈린다.	1253950
1	2	2	Y	0	併殺	へいさつ	double play	병살(0)	倂殺	야구에서, 두 사람의 주자를 한꺼번에 아웃시키는 일.	일본어의 '併殺'은 야구 용어로 주자를 아웃시키는 행위를 뜻하지만, 한국어 표준국어대사전의 표제어는 원어 한자 '倂殺'을 사용하며 두 글자의 의미 구성이 다르므로 동형이의에 해당한다.	1506120
2	2	2	Y	0	児童	じどう	children, juvenile	아동(2)	兒童	나이가 적은 아이. 대개 유치원에 다니는 나이로부터 사춘기 전의 아이를 이른다.	일본어의 '児童'은 법적·사회적 개념인 '미성년자/청소년'을 지칭하는 반면, 한국 표준국어대사전의 '아동 (兒童)'은 구체적으로 유치원생부터 사춘기 전까지의 어린 아이를 의미하여 핵심 뜻과 적용 범위가 다릅니다.	1315060
2	2	2	Y	0	区域	くいき	area, zone, district, quarter	구역(4)	區域	갈라놓은 지역.	일본어의 '区域'은 지리적 범위나 구역 전체를 뜻하는 반면, 한국 표준국어대사전의 '구역'은 '갈라놓은 지역'이라는 특정 어원적 의미와 행정적 구분 개념을 강조하여 핵심 의미가 갈라져 있습니다.	1244090
2	2	2	Y	0	区長	くちょう	head of a ward, mayor of a ward, chief administrator of a ward	구장(9)	區長	예전에, 시골 동네의 우두머리를 이르던 말.	일본어의 '구장'은 행정 구역인 '구'의 장을 뜻하는 반면, 한국 표준국어대사전의 '구장'은 예전 시골 동네 우두머리라는 전혀 다른 역사적 용어로 정의되어 있다.	1244190
2	2	2	Y	0	単身	たんしん	alone, by oneself, unaccompanied, unaided	단신(1)	單身	배우자나 형제가 없는 사람.	단신은 일본어에서 '혼자'라는 상태를 나타내는 반면 한국에서는 배우자나 형제가 없는 사람을 지칭하는 명사로 쓰여 핵심 의미가 다릅니다.	1417640
2	2	2	Y	0	単独	たんどく	sole, single, solo, independence	단독(2)	單獨	단 한 사람.	일본어의 '단독'은 혼자라는 상태나 독립성을 뜻하는 반면, 한국 표준국어대사전의 '단독 (2)'은 특정 용법으로 '단 한 사람'이라는 구체적인 수량을 지칭하는 의미로 한정되어 있어 핵심 의미가 갈린다.	1417780
2	2	2	Y	0	厳重	げんじゅう	strict, severe, stringent, rigorous	엄중(0)	嚴重	몹시 엄함.	일본어의 '厳重'은 형식이나 규정을 엄격하게 지키는 '엄격한'이라는 뜻인 반면, 한국 표준국어대사전의 '엄중 (嚴重)'은 죄나 잘못이 심하거나 상황이 중하다는 '심각한'이라는 뜻으로 핵심 의미가 다릅니다.	1262660
2	2	2	Y	0	参入	さんにゅう	entering (the marketplace), introducing (something) to the market, access, visiting a high-class or noble individual	참입(0)	參入	예전에, 궁중에 들어가던 일.	일본어의 '참입'은 시장 진입이나 방문을 뜻하는 반면, 한국 표준국어대사전의 '참입'은 예전 궁중 출입이라는 고유 의미를 지녀 핵심 의미가 갈린다.	1302560
1	2	2	Y	0	収容	しゅうよう	accommodation, taking in, receiving, housing	수용(4)	收容	범법자, 포로, 난민, 관객, 물품 따위를 일정한 장소나 시설에 모아 넣음.	일본어의 '収容'은 수용소나 시설에 넣는 행위 (housing) 를 뜻하는 반면, 한국 표준국어대사전의 '수용 (收容)'은 범법자나 물품 등을 모아 넣는다는 더 넓은 의미의 '모아넣음'을 강조하여 핵심 쓰임이 갈린다.	1330880
1	2	2	Y	0	収容所	しゅうようじょ	housing facility, detention facility, internment camp, prisoner-of-war camp	수용-소(0)	收容所	많은 사람을 집단적으로 한곳에 가두거나 모아 넣는 곳.	일본어의 '収容'은 수용소 (internment camp) 의 강제 구금 의미를 지니지만, 한국 표준국어대사전의 '收容'은 단순히 많은 사람을 모아 넣는 중립적 공간 개념으로 뜻이 갈린다.	1330910
2	2	2	Y	0	団地	だんち	multi-unit apartments, apartment complex	단지(7)	團地	주택, 공장, 작물 재배지 따위가 집단을 이루고 있는 일정 구역.	일본어의 '団地'는 아파트 단지라는 구체적인 주거 시설을 지칭하는 반면, 한국 표준국어대사전의 '단지 (團地)'는 공장이나 작물 재배지 등 집단을 이루는 넓은 구역이라는 더 포괄적이고 원초적인 의미를 포함하여 핵심 쓰임이 갈린다.	1419300
2	2	2	Y	0	図書	としょ	books	도서(6)	圖書	일정한 목적, 내용, 체재에 맞추어 사상, 감정, 지식 따위를 글이나 그림으로 표현하여 적거나 인쇄하여 묶어 놓은 것.	일본어의 '図書'는 도서관이나 책 자체를 지칭하는 일반 명사이지만, 한국 표준국어대사전의 '도서'는 글로 표현된 지식과 사상을 묶은 출판물의 정의에 중점을 둔 개념으로 핵심 의미가 다릅니다.	1370410
2	2	2	Y	0	国体	こくたい	national polity, National Athletic Meet	국체(0)	國體	주권이 누구에게 있느냐에 따라 나누는 나라의 형태. 군주국, 공화국 따위로 나눈다.	일본어의 '국체'는 국가의 근간이나 체제 (정치적 형태) 를 의미하는 반면, 한국 표준국어대사전의 '국체'는 주권이 누구에게 있는지에 따른 나라의 분류 (군주국/공화국) 를 뜻하므로 핵심 의미가 다릅니다.	1639000
1	2	2	Y	0	圧力	あつりょく	pressure, pressure (e.g. political), arm-twisting	압력(0)	壓力	두 물체가 접촉면을 경계로 하여 서로 그 면에 수직으로 누르는 단위 면적에서의 힘의 단위. 그 크기의 단위로는 dyn/㎠ 외에 공학에서는 kgW/㎠를 사용하고, 기상학에서는 밀리바, 헥토파스칼 따위를 사용한다.	일본어의 '압력'은 정치적 영향력이나 사회적 강제력을 의미하는 추상적 개념인 반면, 한국 표준국어대사전의 '압력'은 물리학적으로 정의된 힘의 단위나 자연현상을 설명하는 구체적인 과학 용어이다.	1153340
1	2	2	Y	0	増益	ぞうえき	increased (profit)	증익(0)	增益	더하여져 늚. 또는 더하여 늘게 함.	일본어의 '증익'은 이익 증가라는 명사적 개념을 지칭하는 반면, 한국 표준국어대사전의 '증익'은 동사로서 '더하여 늘게 함'이라는 행위를 의미하며 주된 쓰임과 품사가 다릅니다.	1662720
1	2	2	Y	0	学部	がくぶ	faculty (of a university), school, college, department	학부(3)	學部	예전에, 대학의 본과를 이르던 말.	일본어의 '学部'는 대학 내 특정 전공이나 과목을 지칭하는 현대적 용어인 반면, 한국 표준국어대사전의 '학부 (學部)'는 예전에 대학 본과를 일컫던 역사적 명칭으로 핵심 의미와 시대적 배경이 다릅니다.	1207080
1	2	2	Y	0	実業	じつぎょう	industry, business	실업(2)	實業	농업, 상업, 공업, 수산업과 같은 생산 경제에 관한 사업.	일본어의 '실업'은 산업/사업 (industry/business) 을 뜻하는 반면, 한국 표준국어대사전의 '실업'은 실직자 (unemployed person) 를 뜻하므로 핵심 의미가 완전히 다릅니다.	1320940
2	2	2	Y	0	対局	たいきょく	(playing a) game (of go, shogi, etc.)	대국(5)	對局	일의 어떤 국면에 마주함.	일본어의 '대국'은 바둑이나 쇼기 등 특정 게임의 대결을 지칭하는 고유 용어인 반면, 한국 표준국어대사전의 '대국'은 일의 국면이 맞서는다는 일반적인 추상적 의미를 가지므로 핵심 뜻과 주된 쓰임이 갈랐다.	1655370
1	2	2	Y	0	対抗	たいこう	opposition, rivalry, competition, antagonism	대항(0)	對抗	굽히거나 지지 않으려고 맞서서 버티거나 항거함.	일본어의 '대항'은 경쟁이나 맞서기 (rivalry/competition) 를 의미하는 반면, 한국 표준국어대사전의 '대항'은 굽히거나 지지 않으려는 저항 (resistance/opposition) 을 뜻하여 핵심 의미가 다릅니다.	1410020
1	2	2	Y	0	専門学校	せんもんがっこう	vocational school, technical school	전문-학교(0)	專門學校	‘전문 대학’의 전 이름.	일본어의 '전문학교'는 직업훈련 기관을 지칭하는 반면, 한국 표준국어대사전의 '전문학교'는 과거의 명칭으로 현재는 전문대학을 의미하므로 핵심 뜻과 쓰임이 갈랐다.	1703820
1	2	2	Y	0	広報	こうほう	public relations, PR, publicity, public information	광보(3)	廣報	어떤 사실이나 정책, 상품 따위를 널리 알림. 또는 그 소식이나 보도.	일본어의 '広報'은 조직의 이미지 관리와 홍보를 위한 체계적인 활동 (PR) 을 의미하는 반면, 한국어의 '광보'는 단순히 사실을 널리 알리는 보도 행위나 소식을 지칭하여 핵심 개념이 다릅니다.	1593040
1	2	2	Y	0	広場	ひろば	public square, square, plaza, piazza	광장(2)	廣場	많은 사람이 모일 수 있게 거리에 만들어 놓은, 넓은 빈터.	일본어의 'ひろば'는 공동체 활동 공간이나 놀이터라는 확장된 의미인 반면, 한국 표준국어대사전의 '광장 (廣場)'은 엄격히 공공 시설로서의 넓은 빈터를 지칭하는 고유명사적 용어로 핵심 의미가 다릅니다.	1278590
2	2	2	Y	0	強引	ごういん	overbearing, coercive, pushy, forcible	강인(2)	強引	마지못하여 이끌려 그대로 함.	일본어의 '강인'은 '힘세고 당당하다'는 뜻으로 쓰이는 반면, 한국 표준국어대사전의 '강인 (2)'은 '마지못하여 이끌려 그대로 함'이라는 강제적 행위를 뜻하므로 핵심 의미가 다릅니다.	1236170
2	2	2	Y	0	強気	つよき	confident, assured, self-assured, firm	강기(4)	強氣	천지에 가득 차 있고, 생명의 근원이라고 하는 강한 기운.	일본어의 '강기'는 성격이 단단하고 자신감 있는 태도를 뜻하는 반면, 한국 표준국어대사전의 '강기'는 천지나 생명에 깃든 근본적인 기운을 지칭하여 핵심 의미가 완전히 다릅니다.	1236230
2	2	2	Y	0	当面	とうめん	current, urgent, pressing, impending	당면(3)	當面	바로 눈앞에 당함.	일본어의 '당면'은 '직접적인 대면 상황'을 뜻하는 반면, 한국 표준국어대사전의 '당면 (3)'은 '바로 눈앞에 당함'이라는 추상적·비유적 의미를 지니므로 핵심 의미가 갈려 동형이의입니다.	1449250
2	2	2	Y	0	当分	とうぶん	for the present, for the time being, for a while (from now), for some time (to come)	당분(1)	當分	천태종에서, 장교(藏敎)·통교(通敎)·별교(別敎)·원교(圓敎)의 사교(四敎)에 각각 고유한 입장이 있음을 있는 그대로 해석하는 일.	일본어의 '当分'은 현재나 일정한 기간을 나타내는 시간적 개념인 반면, 한국 표준국어대사전의 '당분'은 천태종의 교리 해석이라는 종교적 전문 용어로 뜻이 완전히 다릅니다.	1449230
2	2	2	Y	0	戦車	せんしゃ	tank (military vehicle), chariot	전차(13)	戰車	전쟁할 때에 쓰는 수레.	일본어의 '전차'는 현대식 탱크를 의미하는 반면 한국의 '전차'는 고대 전쟁용 수레를 뜻하므로 핵심 의미가 갈려 동형이의입니다.	1390270
2	2	2	Y	0	戦火	せんか	wartime fire, war, wartime destruction, horrors of war	전화(8)	戰火	전쟁으로 인한 화재.	일본어의 'せんか'는 전쟁 자체나 전쟁의 참상을 의미하는 반면, 한국 표준국어대사전의 '전화 (8)'는 문자 그대로 '전쟁으로 인한 화재'라는 구체적인 물리적 현상을 뜻하여 핵심 의미가 갈린다.	1390150
1	2	2	Y	0	戦争	せんそう	war, fighting, fierce competition	전쟁(0)	戰爭	국가와 국가, 또는 교전(交戰) 단체 사이에 무력을 사용하여 싸움.	일본어의 '전쟁'은 넓은 의미의 경쟁이나 치열한 대결을 포함하는 반면, 한국 표준국어대사전의 '전쟁'은 국가 간 무력 충돌이라는 좁고 구체적인 정의를 지닌 동형이의어입니다.	1390360
2	2	2	Y	0	数々	かずかず	many, numerous, various, large number of	수수(13)	數數	→ 삭삭.	일본어의 '수々'는 '많은 것'을 나타내는 관용적 표현인 반면, 한국어의 '수수'는 '삭삭'이라는 의성어를 뜻하는 동형이의 관계입니다.	1590300
2	2	2	Y	0	数字	すうじ	numeral, digit, numeric character, figure	수자(4)	數字	두서너 글자.	일본어의 '数字'는 숫자나 기호를 뜻하는 반면, 한국 표준국어대사전의 '수자'는 두서너 글자를 뜻하여 핵심 의미가 완전히 다릅니다.	1373060
2	2	2	Y	0	斎場	さいじょう	funeral hall, ceremony site	재장(3)	齋場	부처에게 공양하는 곳.	일본어의 '斎場'은 장례식장이라는 뜻으로 쓰이는 반면, 한국 표준국어대사전의 '재장'은 부처에게 공양하는 곳이라는 뜻으로 정의되어 핵심 의미가 다릅니다.	1295450
2	2	2	Y	0	栄養	えいよう	nutrition, nourishment	영양(4)	榮養	지위가 높아지고 명망을 얻어 부모를 영화롭게 잘 모심.	일본어의 '영양'은 신체에 필요한 물질을 뜻하는 반면, 한국 표준국어대사전의 '영양 (榮養)'은 부모를 공경하여 명망을 얻는다는 도덕적 개념으로 한자의 핵심 의미가 완전히 갈라져 있습니다.	1173990
2	2	2	Y	0	様子	ようす	state (of affairs), situation, circumstances, appearance	양자(8)	樣子	얼굴의 생긴 모양.	일본어의 'ようす'는 상황이나 분위기를 나타내는 추상적 상태 (circumstances) 를 뜻하는 반면, 한국 표준국어대사전의 '양자'는 구체적으로 얼굴의 외형적 모양을 지칭하므로 핵심 의미가 다릅니다.	1545820
2	2	2	Y	0	気味	きみ	sensation, feeling, tendency, propensity	기미(3)	氣味	냄새와 맛을 아울러 이르는 말.	일본어의 '기미'는 분위기나 감수성을 뜻하는 반면, 한국 표준국어대사전의 '기미'는 냄새와 맛을 지칭하는 말로 핵심 의미가 완전히 다릅니다.	1222640
2	2	2	Y	0	気候	きこう	climate	기후(4)	氣候	몸과 마음의 형편이라는 뜻으로, 웃어른께 올리는 편지에서 문안할 때 쓰는 말.	일본어의 '기후'는 날씨의 평균 상태를 뜻하는 반면, 한국 표준국어대사전의 '기후'는 몸과 마음의 형편을 묻는 문안 인사말이라는 핵심 의미가 완전히 다릅니다.	1222170
2	2	2	Y	0	渋滞	じゅうたい	(traffic) congestion, traffic jam, gridlock, delay	삽체(0)	澁滯	일이 잘 진행되지 아니하고 늦어짐.	일본어의 '渋滞'는 교통 체증이라는 구체적인 물리적 현상을 지칭하는 반면, 한국 표준국어대사전의 '삽체'는 일이 잘 안 풀려 늦어지는 추상적인 상태를 뜻하며, 현대 한국어에서는 이 한자어를 거의 사용하지 않아 핵심 쓰임이 갈렸다.	1335570
2	2	2	Y	0	独身	どくしん	unmarried, single	독신(1)	獨身	형제자매가 없는 사람.	일본어의 '독신'은 결혼하지 않은 상태를 뜻하는 반면, 한국 표준국어대사전의 '독신'은 형제자매가 없는 사람을 지칭하므로 핵심 의미가 다릅니다.	1455850
2	2	2	Y	0	独自	どくじ	original, unique, distinctive, characteristic	독자(3)	獨自	남에게 기대지 아니하는 자기 한 몸. 또는 자기 혼자.	일본어의 '獨自'는 '독자적/고유한'이라는 형용사적 의미를 가지며, 한국어의 '독자 (3)'는 '남에게 기대지 않는 자기 한 몸'이라는 명사적 의미가 핵심이라 뜻이 갈린다.	1455810
1	2	2	Y	0	発信	はっしん	dispatch, despatch, transmission, submission	발신(2)	發信	우편이나 전신, 전화 따위를 보냄. 또는 그런 일.	일본어의 '발신'은 정보나 물건을 보내는 행위 (dispatch) 를 뜻하지만, 한국어 표준국어대사전의 '발신 (2)'은 우편이나 전신, 전화 등을 보내는 특정 행위를 지칭하는 좁은 의미로 정의되어 핵심 쓰임이 갈린다.	1477560
2	2	2	Y	0	研修	けんしゅう	training (esp. in-service), induction course	연수(9)	硏修	학문 따위를 연구하고 닦음.	일본어의 '研修'는 직무 능력 향상을 위한 교육 (training) 을 뜻하는 반면, 한국 표준국어대사전의 '연수'는 학문적 연구와 닦음을 뜻하며 핵심 의미가 다릅니다.	1258660
2	2	2	Y	0	経理	けいり	accounting, administration (of money)	경리(2)	經理	일을 경영하고 관리함.	일본어의 '경리'는 회계·재무 관리 (経理) 를 뜻하는 반면, 한국 표준국어대사전의 '경리'는 일을 경영하고 관리함 (經理) 을 뜻하므로 핵심 의미가 갈린다.	1251680
2	2	2	Y	0	経常	けいじょう	ordinary	경상(5)	經常	일정한 상태로 계속하여 변동이 없음.	일본어의 '경상'은 일상적인/보통의 상태를 뜻하는 반면, 한국 표준국어대사전의 '경상'은 경제학 용어로 일정하지 않은 변동이 없는 고정된 상태를 지칭하므로 핵심 의미가 다릅니다.	1630550
2	2	2	Y	0	経緯	けいい	details, particulars, sequence of events, circumstances	경위(5)	經緯	직물(織物)의 날과 씨를 아울러 이르는 말.	일본어의 '경위'는 사건의 전말이나 흐름을 뜻하는 반면, 한국 표준국어대사전의 '경위'는 직물의 날과 씨를 지칭하는 고유한 의미가 주된 정의로 제시되어 있어 핵심 뜻이 갈린다.	1251120
2	2	2	Y	0	経歴	けいれき	personal history, background, career	경력(2)	經歷	여러 가지 일을 겪어 지내 옴.	일본어의 '経歴'은 개인의 경력이나 이력을 지칭하는 명사이지만, 한국어의 '경력 (經歷)'은 주로 과거에 겪은 일련의 경험 자체를 의미하며, 일본어 표현이 한국에서 통용되는 '경력'의 직접적 번역어는 아니므로 동형이의에 해당합니다.	1251690
2	2	2	Y	0	経済	けいざい	economy, economics, finance, (one's) finances	경제(3)	經濟	세상을 다스리고 백성을 구제함.	일본어의 '경제'는 경제 활동이나 재정을 뜻하는 반면, 한국 표준국어대사전의 '경제 (3)'는 세상을 다스리고 백성을 구제한다는 고전적 정치·사회적 의미를 지닌 동형이의어입니다.	1251320
1	2	2	Y	0	経済的	けいざいてき	economic, financial, economical, thrifty	경제-적(0)	經濟的	인간의 생활에 필요한 재화나 용역을 생산·분배·소비하는 모든 활동에 관한 것.	일본어의 '경제적'은 경제 활동과 관련된 형용사 (financial/economic) 를 뜻하는 반면, 한국 표준국어대사전의 '경제적'은 생산·분배·소비 등 경제 현상 자체를 가리키는 명사적 용법으로 핵심 의미가 다릅니다.	1609740
2	2	2	Y	0	総理	そうり	prime minister (as the head of a cabinet government), premier, leading, overseeing	총리(1)	總理	전체를 모두 관리함.	일본어의 '총리'는 내각 수반이라는 특정 직책을 지칭하는 고유명사적 용법인 반면, 한국어의 '총리'는 '전체를 관리함'이라는 일반적 동사/형용사 의미를 가진 동형이의 관계입니다.	1401810
2	2	2	Y	0	総理大臣	そうりだいじん	prime minister (as the head of a cabinet government), premier	총리-대신(0)	總理大臣	조선 정조 때에, 화성(華城) 성역(城役)을 총재(摠宰)하던 대신.	일본어의 '총리대신'은 내각 수반을 지칭하는 현대 정치 용어인 반면, 한국 사전의 '총리대신'은 조선 시대 화성 성역 관리라는 역사적 직책으로 뜻과 시대가 완전히 다릅니다.	1401820
1	2	2	Y	0	総選挙	そうせんきょ	general election (of the lower house), fan popularity voting (esp. for idols), popularity contest	총-선거(0)	總選擧	국회 의원 전부를 한꺼번에 선출하는 선거. 대통령제 국가에서는 임기가 만료되었을 때에, 의원 내각제 국가에서는 의회 해산 때에 한다.	일본어의 '총선거'는 아이돌 등 인기에 대한 투표 (인기투표) 를 포함하는 광의의 뜻이지만, 한국 표준국어대사전의 '총선거'는 국회 의원 전부를 한꺼번에 선출하는 특정 정치 제도만을 지칭하는 엄밀한 뜻으로 핵심 의미가 갈린다.	1401690
2	2	2	Y	0	総裁	そうさい	president (of an organization), director general, governor (of a central bank), party leader (esp. LDP)	총재(2)	摠裁	대한 제국 때에 둔, 수륜원·철도원·평식원·수민원·제실 제도 정리국·서북 철도국·군국기무처·표훈원·지계아문 등의 으뜸 관직. 칙임관이다.	일본어의 '총재'는 조직의 최고 책임자나 당수라는 현대적 의미인 반면, 한국 표준국어대사전의 '摠裁'은 대한제국 시기의 특정 관직을 지칭하는 역사적 용어로 핵심 의미가 다릅니다.	1401580
2	2	2	Y	0	総統	そうとう	supreme ruler, generalissimo, president (of Taiwan), führer	총통(2)	總統	전체를 하나로 묶어 거느리고 다스림.	일본어의 '총통'은 특정 국가 지도자 (대통령/수원장) 를 지칭하는 고유명사적 용법인 반면, 한국 표준국어대사전의 '총통'은 통치 행위 자체를 설명하는 일반 명사적 정의이므로 핵심 쓰임과 의미가 갈린다.	1401730
1	2	2	Y	0	薬物	やくぶつ	drug, medicine	약물(3)	藥物	약의 재료가 되는 물질.	일본어의 '약물'은 마약이나 약품을 지칭하는 반면, 한국 표준국어대사전의 '약물 (3)'은 의약품 제조에 쓰이는 원료 물질을 뜻하여 핵심 의미가 다릅니다.	1538300
1	2	2	Y	0	薬品	やくひん	medicine, drug, chemical (agent), chemicals	약품(0)	藥品	병이나 상처 따위를 고치거나 예방하기 위하여 먹거나 바르거나 주사하는 물질.	일본어의 '약품'은 화학 물질이나 약품을 포괄하는 광의의 용어인 반면, 한국 표준국어대사전의 '약품'은 병을 고치거나 예방하기 위해 사용하는 특정 물질을 지칭하는 의학/약학 전문 용어로 핵심 의미가 다릅니다.	1538280
2	2	2	Y	0	覚醒剤	かくせいざい	stimulant (e.g. psychoactive drugs like methamphetamine, ritalin, etc.)	각성-제(0)	覺醒劑	중추 신경을 흥분시켜 잠이 오는 것을 억제하고 피로를 느끼지 못하게 하는 약. 습관성, 중독성이 있어서 제조와 판매를 법으로 규제하고 있다.	일본어의 '覚醒剤'은 마약류 (메스암페타민 등) 를 지칭하는 반면, 한국 표준국어대사전의 '각성제'는 피로 회복을 위한 의약품으로 정의되며 중독성 규제 대상이라는 점에서 용법과 범주가 다릅니다.	1609510
2	2	2	Y	0	観光	かんこう	sightseeing, tourism	관광(2)	觀光	나라의 성덕(盛德)과 광휘(光輝)를 봄.	일본어의 '관광'은 여행과 관광 산업의 일반적 용어로 쓰이지만, 한국 표준국어대사전의 표제어 '관광 (觀光)'은 성덕과 광휘를 보는 고전적 의미로 정의되어 핵심 뜻이 갈린다.	1214840
1	2	2	Y	0	転換	てんかん	conversion, diversion, changeover, commutation	전환(3)	轉換	다른 방향이나 상태로 바뀌거나 바꿈.	일본어의 '転換'은 주로 전기/통신 분야의 회로 전환이나 개념의 변화를 뜻하는 반면, 한국 표준국어대사전의 '전환 (轉換)'은 방향이나 상태가 바뀌는 일반적인 의미를 지니며, 일본어에서 쓰이는 '변화'라는 뜻이 한국어에서는 '전환'보다 '변화'나 '교체' 등으로 표현되는 등 핵심 용례와 뉘앙스가 갈립니다.	1441080
1	2	2	Y	0	辞書	じしょ	dictionary, lexicon, letter of resignation	사서(14)	辭書	어떤 범위 안에서 쓰이는 낱말을 모아서 일정한 순서로 배열하여 싣고 그 각각의 발음, 의미, 어원, 용법 따위를 해설한 책. 최근에는 콤팩트디스크 따위와 같이 종이가 아닌 저장 매체에 내용을 담아서 만들기도 한다.	일본어의 '辞書'는 사전과 퇴직서 두 가지 뜻이 공존하는 반면, 한국 표준국어대사전의 '사서'는 오직 사전만을 지칭하므로 핵심 의미가 갈린다.	1318970
2	2	2	Y	0	鉄骨	てっこつ	steel frame, steel beam, steel girder	철골(3)	鐵骨	굳세게 생긴 골격.	일본어의 '철골'은 건축 자재인 강철 골재를 뜻하는 반면, 한국 표준국어대사전의 '철골'은 인체나 사물의 구조적 특징을 비유적으로 나타내는 추상적 개념으로 쓰여 핵심 의미가 다릅니다.	1437890
2	2	2	Y	0	関西	かんさい	Kansai (region comprising Kyoto, Osaka, Kobe and surrounding prefectures), Kansai (western half of Japan; during the feudal era)	관서(3)	關西	마천령의 서쪽 지방. 평안도와 황해도 북부 지역을 이르는 말이다.	동일한 한자이지만 일본어는 지명 (關西地方) 을 뜻하는 반면 한국어는 역사적 지역명 (마천령 서쪽) 으로 쓰이며 현대 한국에서는 거의 사용되지 않아 핵심 의미와 쓰임새가 완전히 갈라졌다.	1215910
1	2	2	Y	0	飲食	いんしょく	food and drink, eating and drinking	음식(0)	飮食	사람이 먹을 수 있도록 만든, 밥이나 국 따위의 물건.	일본어의 '飲食'은 '먹는 행위와 마시는 행위'를 뜻하는 동사성 명사이지만, 한국 표준국어대사전의 '음식'은 '밥이나 국 따위의 물건'이라는 명사적 식재료를 지칭하므로 핵심 의미가 다릅니다.	1169940
2	2	2	Y	0	駅伝	えきでん	long-distance relay race, stagecoach, post horse	역전(12)	驛傳	역참에서 공문을 주고받던 일.	역전 (驛傳) 은 한국에서 역참 운영을 뜻하는 반면 일본어 駅伝은 철도 역을 경유하는 마라톤 계주 경기라는 핵심 의미와 용도가 완전히 다릅니다.	1175200
2	2	2	Y	0	駆使	くし	using freely, making full use of, having a good command of, working (someone) hard	구사(20)	驅使	사람이나 동물을 함부로 몰아쳐 부림.	일본어의 '구사'는 능력을 자유롭게 활용하는 긍정적인 의미인 반면, 한국 표준국어대사전의 '구사'는 사람을 함부로 몰아치는 부정적인 의미를 지니므로 핵심 뜻이 갈린다.	1244850
1	2	2	Y	0	騒動	そうどう	riot, rebellion, turmoil, strife	소동(2)	騷動	사람들이 놀라거나 흥분하여 시끄럽게 법석거리고 떠들어 대는 일.	일본어의 '騒動'은 폭동이나 소요 사태를 뜻하는 반면, 한국 표준국어대사전의 '소동 (騷動)'은 사람들이 시끄럽게 떠드는 행위를 뜻하여 핵심 의미가 다릅니다.	1403080
1	2	2	Y	0	黒人	こくじん	black person, woman in the nightlife business, demimondaine, geisha and prostitutes	흑인(0)	黑人	털과 피부의 빛깔이 검은 사람.	일본어의 '黒人'은 특정 직업군 (기생, 매춘부 등) 을 지칭하는 은어로 쓰이는 반면, 한국어의 '흑인'은 인종적 특징을 가진 사람을 중립적으로 지칭하므로 핵심 뜻이 갈라져 동형이의에 해당합니다.	1287830
